O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
86663,985,F,26558.95,1993-09-10,1-URGENT,"Clerk#000000198",0,equests. unusual asymptotes cajole even dependen
86688,2917,F,58536.37,1994-03-04,5-LOW,"Clerk#000000956",0,es. carefully ironic foxes after the brave hockey players hag
86689,839,F,108782.59,1992-08-06,5-LOW,"Clerk#000000359",0, around the slyly ironic accounts cajole slyly ironic requests?
86690,974,F,72164.16,1993-08-26,3-MEDIUM,"Clerk#000000228",0,ily during the carefully regular accounts-- sly
86691,1736,O,154722.11,1995-12-07,1-URGENT,"Clerk#000000650",0,deposits after the furiously final packages are fluffily blithe theodol
86692,1804,O,180143.21,1996-10-15,3-MEDIUM,"Clerk#000000700",0,unts boost stealthily above the quickly regular frets. furiously spe
86693,1733,O,223518.68,1996-06-05,3-MEDIUM,"Clerk#000000107",0,usual accounts. deposits wake blithely fl
86694,193,O,244532.66,1996-07-17,1-URGENT,"Clerk#000000946",0, instructions should have to cajole furiously. furiously ironic excuses na
86695,2383,O,145529.75,1996-03-16,4-NOT SPECIFIED,"Clerk#000000634",0,uests sleep. packages cajole blithely. carefully special accoun
86720,482,O,30293.38,1996-09-04,5-LOW,"Clerk#000000547",0,ions boost quickly slyly regular instructions. 
86721,2452,F,121420.12,1994-02-04,5-LOW,"Clerk#000000213",0,rding to the furiously even accounts wake slyly after the ironic packages. mu
86722,2353,O,153892.37,1998-07-07,4-NOT SPECIFIED,"Clerk#000000814",0,are slyly carefully special dependencies. slyly express pinto beans
86723,2677,F,133642.07,1993-03-25,4-NOT SPECIFIED,"Clerk#000000479",0," integrate carefully even, close ideas. even requests integrate. caref"
86724,584,O,43964.95,1997-05-10,2-HIGH,"Clerk#000000206",0,lent pinto beans. speci
86725,2113,F,96893.57,1994-12-18,3-MEDIUM,"Clerk#000000416",0,"ges. ironic, ironic packag"
86726,640,O,68301.07,1996-12-14,3-MEDIUM,"Clerk#000000198",0,ickly regular foxes. pendi
86727,2444,F,234597.88,1993-11-15,2-HIGH,"Clerk#000000825",0,ccording to the fina
86752,2837,P,152485.00,1995-04-15,1-URGENT,"Clerk#000000144",0,s beyond the furiously express excuses shall kindle slyly ironic dependencies.
86753,1171,O,280772.93,1996-04-25,3-MEDIUM,"Clerk#000000226",0,sly regular packages boost slyly final theodolites. asy
86754,316,F,209574.21,1995-01-25,2-HIGH,"Clerk#000000782",0, promise carefully according to the slyly even asymptotes. furiously sile
86755,2561,O,366010.47,1996-04-10,5-LOW,"Clerk#000000351",0,ven platelets. boldly express requests besides 
86756,1927,F,95072.70,1994-01-19,2-HIGH,"Clerk#000000379",0, carefully final deposits haggle s
86757,2086,P,192931.12,1995-03-29,3-MEDIUM,"Clerk#000000573",0,ithe platelets could have to hinde
86758,685,O,131202.48,1998-04-16,3-MEDIUM,"Clerk#000000026",0,ording to the accounts. quickly even acco
86759,2746,F,76129.00,1994-01-20,4-NOT SPECIFIED,"Clerk#000000274",0,deposits wake blithely according to
86784,2258,O,204541.81,1997-06-08,2-HIGH,"Clerk#000000612",0,"s according to the furiously regular ideas play above the bold, even sentimen"
86785,1402,F,121415.58,1992-03-10,3-MEDIUM,"Clerk#000000457",0,ve accounts wake quickly furious
86786,1432,F,220702.94,1992-07-28,4-NOT SPECIFIED,"Clerk#000000436",0, cajole furiously agai
86787,2821,O,163237.22,1997-04-18,3-MEDIUM,"Clerk#000000974",0,"as cajole express, express account"
86788,673,F,74183.51,1994-06-17,5-LOW,"Clerk#000000911",0,e blithely among the regular frets. carefully ironic foxes use carefully alon
86789,767,F,14873.98,1994-04-07,1-URGENT,"Clerk#000000326",0,pecial instructions against the carefully ironic courts nag a
86790,215,O,63268.00,1998-03-13,4-NOT SPECIFIED,"Clerk#000000106",0, instructions. slyly bold re
86791,1675,F,279005.27,1994-03-09,1-URGENT,"Clerk#000000933",0,! furiously daring accounts sleep slyly slyly ironic patterns-- quickly expr
86816,1109,F,191331.52,1993-02-27,5-LOW,"Clerk#000000207",0, the pending accounts. deposits cajole silent accounts. 
86817,1276,F,98517.63,1992-08-23,4-NOT SPECIFIED,"Clerk#000000446",0,ular dependencies among the carefully regular foxes sleep ca
86818,364,O,50856.22,1997-06-03,4-NOT SPECIFIED,"Clerk#000000669",0,ideas detect slyly to the dep
86819,2972,O,40301.50,1997-09-14,4-NOT SPECIFIED,"Clerk#000000814",0,"ymptotes. ironic, regular saute"
86820,2614,O,120619.85,1996-04-04,1-URGENT,"Clerk#000000504",0,nal accounts use furiously about the deposits. carefully bold accounts 
86821,491,F,169065.72,1994-11-08,2-HIGH,"Clerk#000000590",0,xpress packages. fluffily final depo
86822,61,F,141410.78,1993-09-20,3-MEDIUM,"Clerk#000000589",0,heodolites. ironic dugouts nag a
86823,2170,O,229475.50,1996-01-25,1-URGENT,"Clerk#000000675",0,ite the permanently
86848,1474,F,122612.18,1992-11-11,4-NOT SPECIFIED,"Clerk#000000138",0,posits promise blithely ironic waters. r
86849,1810,F,28533.23,1993-06-10,5-LOW,"Clerk#000000014",0,pecial courts cajole caref
86850,469,F,4612.05,1993-12-13,4-NOT SPECIFIED,"Clerk#000000166",0,tly blithely bold accounts. blithely express accounts
86851,2618,O,166943.99,1997-07-30,4-NOT SPECIFIED,"Clerk#000000804",0, fluffily above the carefully ironic accounts. furio
86852,2750,O,38746.61,1997-02-13,1-URGENT,"Clerk#000000399",0,ld foxes. slyly final requests along the enticingly 
86853,385,O,78584.09,1995-10-23,4-NOT SPECIFIED,"Clerk#000000695",0,egular requests. blithely even theodolites are through the f
86854,496,O,252292.34,1998-05-20,1-URGENT,"Clerk#000000978",0,ackages. blithely unusual pinto beans r
86855,2557,O,158622.97,1998-05-17,4-NOT SPECIFIED,"Clerk#000000735",0,the fluffily special pinto beans nag among the b
86880,2695,F,383187.88,1992-05-18,1-URGENT,"Clerk#000000540",0,. furiously special accounts use acc
86881,2458,F,126818.06,1995-03-14,2-HIGH,"Clerk#000000705",0,ously regular warhorses wake regularly regul
86882,1837,F,151120.46,1994-08-23,4-NOT SPECIFIED,"Clerk#000000792",0,. quickly ironic asymptotes cajole furiously: slyly regular ideas d
86883,254,O,263191.72,1996-04-04,4-NOT SPECIFIED,"Clerk#000000310",0,lar deposits. ironic accounts sleep furiously. fluffily pending excuses en
86884,1426,O,66512.32,1997-07-03,1-URGENT,"Clerk#000000854",0,es nag before the quickly express foxes. fluffily ironic accounts nod
86885,1942,O,179931.30,1997-05-31,1-URGENT,"Clerk#000000235",0,egular accounts sleep. theodolites haggle carefully slyly ironic accounts. s
86886,1027,O,50934.59,1997-03-17,4-NOT SPECIFIED,"Clerk#000000280",0,ncies. bold packages are express Tiresi
86887,670,O,47578.62,1996-08-26,3-MEDIUM,"Clerk#000000338",0,dolites haggle. fluffily special accounts against the
86912,1384,O,170030.18,1997-03-09,2-HIGH,"Clerk#000000902",0,ithely unusual deposits are permanently. slyly pending forges are s
86913,629,O,151322.00,1997-02-15,4-NOT SPECIFIED,"Clerk#000000462",0,ns sleep along the fluffily r
86914,1564,O,96106.54,1996-07-14,3-MEDIUM,"Clerk#000000324",0,y pending accounts about the blithely regular deposits eat final accounts.
86915,809,O,30293.91,1995-08-05,4-NOT SPECIFIED,"Clerk#000000837",0,scapades haggle furiously carefully
86916,2179,F,121176.87,1993-06-06,1-URGENT,"Clerk#000000523",0,"y regular theodolites against the unusual, unusual request"
86917,1174,F,134151.30,1994-09-23,4-NOT SPECIFIED,"Clerk#000000986",0,kages. furiously regular ideas believe blithely unusual depos
86918,1222,F,279190.38,1992-02-14,3-MEDIUM,"Clerk#000000881",0,"l deposits nag along the special, regular forges? furiousl"
86919,361,F,167180.95,1993-05-08,5-LOW,"Clerk#000000536",0, packages may integrate among the 
86944,194,O,32183.87,1997-12-30,5-LOW,"Clerk#000000049",0,d accounts. furiously fi
86945,1532,O,34567.53,1995-04-29,5-LOW,"Clerk#000000783",0,hely express accounts. fluffily pending requests are blithely quickly
86946,1511,F,38384.38,1994-12-27,5-LOW,"Clerk#000000313",0,ests are furiously special accounts. careful
86947,2,O,51383.65,1995-07-26,5-LOW,"Clerk#000000099",0,egular excuses. eve
86948,2482,O,16225.10,1996-06-12,5-LOW,"Clerk#000000365",0,y special requests. fluffily even ex
86949,2807,F,152940.59,1993-05-10,5-LOW,"Clerk#000000300",0, the slyly idle foxes use according to the carefully ironic 
86950,622,F,38032.95,1994-08-23,5-LOW,"Clerk#000000594",0,es cajole fluffily regular acco
86951,2078,O,176398.13,1998-03-23,4-NOT SPECIFIED,"Clerk#000000077",0, accounts impress. quickly silent a
86976,1412,F,291922.47,1992-02-09,1-URGENT,"Clerk#000000771",0,onic requests print among the regular pains: bli
86977,2599,F,189867.22,1992-04-04,4-NOT SPECIFIED,"Clerk#000000825",0,ar packages. furiously pending
86978,280,O,173521.12,1998-05-08,1-URGENT,"Clerk#000000062",0," silent, bold pinto beans along th"
86979,638,O,107512.39,1995-12-30,4-NOT SPECIFIED,"Clerk#000000412",0,ar instructions. special pinto bean
86980,1826,F,197423.94,1994-12-03,1-URGENT,"Clerk#000000103",0,ess deposits are. regular 
86981,1016,F,95189.63,1995-05-08,4-NOT SPECIFIED,"Clerk#000000134",0,y special ideas along the 
86982,1096,O,152098.27,1995-10-10,1-URGENT,"Clerk#000000209",0,hely final pinto beans a
86983,1934,F,65101.82,1994-05-01,3-MEDIUM,"Clerk#000000500",0,special packages use blithely. ironic platelets cajole s
87008,1045,F,60295.20,1993-07-22,5-LOW,"Clerk#000000720",0,thely bold packages. blithe
87009,640,F,274496.42,1994-08-05,5-LOW,"Clerk#000000632",0,boost according to the slowly fin
87010,1846,O,101820.24,1995-08-01,1-URGENT,"Clerk#000000199",0,accounts integrate fluffily across
87011,95,O,256213.23,1998-03-24,2-HIGH,"Clerk#000000010",0,ly pending pinto beans. fluffily regular accounts cajole furiously after th
87012,257,F,222693.85,1994-10-25,5-LOW,"Clerk#000000754",0,wind furiously pending accounts. special dolphins wake fluffily
87013,1084,P,312283.59,1995-06-07,1-URGENT,"Clerk#000000201",0,blithely ironic requests
87014,58,O,73520.81,1997-06-15,4-NOT SPECIFIED,"Clerk#000000813",0,beans cajole furiously quickly even accounts. even deposits cajo
87015,1742,O,63695.81,1998-08-01,5-LOW,"Clerk#000000404",0,braids sleep carefully along
87040,1945,O,43199.19,1997-10-07,3-MEDIUM,"Clerk#000000445",0,ld pinto beans. deposits are furiously. permanently even pat
87041,2336,O,114770.60,1997-01-10,1-URGENT,"Clerk#000000860",0,e to cajole slyly above the b
87042,2468,F,127864.90,1994-02-19,3-MEDIUM,"Clerk#000000588",0,he carefully regular deposits. bravel
87043,1243,O,96456.05,1995-08-25,4-NOT SPECIFIED,"Clerk#000000130",0, carefully. enticingly express foxes cajole furiously always pendin
87044,58,P,78934.85,1995-06-05,3-MEDIUM,"Clerk#000000233",0,unts. slyly silent accounts whithout the packages are s
87045,2072,O,51600.39,1998-02-20,4-NOT SPECIFIED,"Clerk#000000049",0," the carefully ironic instructions. ironic, regular platelets was quic"
87046,1792,F,119878.54,1993-07-15,1-URGENT,"Clerk#000000302",0,ts integrate carefully. slyly pending theodolites above the furiousl
87047,2698,O,137170.79,1996-03-25,1-URGENT,"Clerk#000000978",0,"e to sleep quickly past the close, ir"
87072,2548,O,156602.38,1997-10-10,3-MEDIUM,"Clerk#000000351",0,lithely furiously pending depe
87073,22,O,139079.92,1996-09-29,5-LOW,"Clerk#000000481",0,ously close deposits. slyly final asymptotes
87074,424,O,147428.62,1996-09-22,4-NOT SPECIFIED,"Clerk#000000591",0,kly final ideas among the careful
87075,1615,F,217375.71,1995-01-28,1-URGENT,"Clerk#000000765",0,s haggle. quickly express warhorses integrate furiously furiously regular w
87076,1061,O,183514.71,1997-02-22,3-MEDIUM,"Clerk#000000196",0,fully silent dependen
87077,2131,F,52853.73,1994-11-23,5-LOW,"Clerk#000000697",0,l courts sleep quickly abou
87078,2557,F,123568.91,1992-08-05,4-NOT SPECIFIED,"Clerk#000000311",0,arefully special instructions.
87079,22,O,80442.60,1998-03-01,5-LOW,"Clerk#000000861",0,s ideas wake slyly final deposits. pinto beans boost. slyly unusu
87104,1426,F,119200.27,1992-09-27,5-LOW,"Clerk#000000661",0,. blithely special deposi
87105,1975,F,55894.87,1992-08-11,5-LOW,"Clerk#000000271",0,efully silent accounts wak
87106,787,O,74425.73,1996-01-04,3-MEDIUM,"Clerk#000000805",0,encies. blithely regular dependencies sleep slyly according to the carefully 
87107,1690,F,41007.45,1992-06-29,5-LOW,"Clerk#000000804",0,ions sleep. furiously pending requests 
87108,1280,F,337022.49,1994-09-08,5-LOW,"Clerk#000000444",0,s sleep blithely. ironic 
87109,1646,O,85927.67,1996-08-16,5-LOW,"Clerk#000000427",0, beans hang carefully ironic foxes
87110,1349,O,185347.91,1997-04-29,4-NOT SPECIFIED,"Clerk#000000350",0,mes special asymptotes sleep blithely quickly regular packages. furiously
87111,1339,O,148907.00,1996-05-29,1-URGENT,"Clerk#000000126",0,d deposits. carefully even packages among the carefull
87136,2374,O,95352.66,1997-03-20,5-LOW,"Clerk#000000273",0,ily ironic packages are among the depend
87137,665,F,35379.27,1994-06-05,5-LOW,"Clerk#000000590",0," packages alongside of the regular, ev"
87138,304,F,202547.88,1995-01-18,2-HIGH,"Clerk#000000114",0,ously. blithely regular theodolites sleep sly
87139,1606,F,215793.55,1993-05-11,2-HIGH,"Clerk#000000420",0, the carefully regular somas. express accounts wake according to 
87140,2257,F,175014.53,1994-12-24,5-LOW,"Clerk#000000296",0,rious accounts are around the theodolites-- special deposits play! regul
87141,2350,O,107610.57,1996-12-09,3-MEDIUM,"Clerk#000000028",0,"oost regular, pending packages. furious"
87142,1483,O,177700.26,1995-07-10,2-HIGH,"Clerk#000000109",0,. quickly silent theodolites are car
87143,364,O,241783.93,1998-07-14,4-NOT SPECIFIED,"Clerk#000000944",0,of the quickly final pearls. slyly silent dolphins doubt alongsid
87168,2905,F,70841.80,1992-02-21,4-NOT SPECIFIED,"Clerk#000000975",0,"al, final packages detect according to the final frets. unusu"
87169,1027,O,53431.32,1996-11-02,3-MEDIUM,"Clerk#000000492",0, instructions cajole carefully blithely regular packages. blithely re
87170,1954,O,256779.58,1996-10-02,2-HIGH,"Clerk#000000737",0, packages integrate. blithely fluffy requests solve bl
87171,2830,O,116634.20,1997-03-12,4-NOT SPECIFIED,"Clerk#000000765",0,ts. blithely pending accounts are f
87172,253,F,96397.18,1994-12-25,1-URGENT,"Clerk#000000942",0,"de of the ironic deposits. regular, exp"
87173,860,O,91322.11,1998-06-10,5-LOW,"Clerk#000000769",0,s boost furiously across the regu
87174,2117,O,103321.62,1996-11-12,3-MEDIUM,"Clerk#000000254",0,sly bold platelets. blithely brave theodolites are among the special reque
87175,1880,F,9434.59,1993-03-01,4-NOT SPECIFIED,"Clerk#000000449",0,ckly ironic packages. furi
87200,1394,F,92632.43,1994-01-18,1-URGENT,"Clerk#000000672",0,refully until the b
87201,994,O,248389.58,1997-05-20,5-LOW,"Clerk#000000078",0,e furiously even ide
87202,1492,F,139294.03,1992-06-16,4-NOT SPECIFIED,"Clerk#000000218",0,"c requests. special, final courts along "
87203,1732,F,76282.29,1993-04-12,1-URGENT,"Clerk#000000195",0,ly ruthless accounts; furiously final instructions boo
87204,2837,O,195235.06,1997-08-02,1-URGENT,"Clerk#000000774",0,tions. carefully slow pac
87205,1783,F,120944.73,1993-04-09,5-LOW,"Clerk#000000355",0,". unusual, silent instructions cajole silently. instructions r"
87206,2146,O,181669.88,1995-12-16,2-HIGH,"Clerk#000000417",0,y unusual packages affix slyly carefully regular
87207,1099,O,209798.57,1997-09-28,5-LOW,"Clerk#000000694",0, pinto beans. slyly s
87232,199,F,227304.29,1992-07-18,4-NOT SPECIFIED,"Clerk#000000769",0,y bold requests eat bold deposits. carefully regular excuses
87233,2330,F,177453.77,1994-11-07,5-LOW,"Clerk#000000066",0," sleep even, pending deposits. sly"
87234,1315,O,43906.74,1995-08-25,1-URGENT,"Clerk#000000369",0,al excuses according to the furiously bold 
87235,2708,O,78672.20,1995-11-28,5-LOW,"Clerk#000000440",0,e pinto beans. blithely final requests haggle closely 
87236,1852,O,100611.84,1996-04-17,4-NOT SPECIFIED,"Clerk#000000525",0,. ironic foxes run carefully even sentiments. furiously final as
87237,1189,O,144135.29,1996-10-01,4-NOT SPECIFIED,"Clerk#000000226",0,s affix unusual packages. bold accounts are quickly a
87238,518,F,363826.70,1994-11-30,4-NOT SPECIFIED,"Clerk#000000539",0,ithely bold foxes cajole slyly furiously iron
87239,1897,O,156020.95,1996-09-02,2-HIGH,"Clerk#000000283",0,s integrate furiously acco
87264,311,F,111779.93,1992-05-11,5-LOW,"Clerk#000000652",0,"cording to the unusual, ironic frays. unusual packages maintain qu"
87265,2780,F,263958.05,1993-08-08,2-HIGH,"Clerk#000000771",0,sly bold foxes. slyly thin dinos nag carefully quickly unusual foxes. regular
87266,1381,F,334667.98,1994-05-07,1-URGENT,"Clerk#000000682",0,hins. quickly unusual requests affix furiously. furiou
87267,1342,O,161319.34,1996-09-10,1-URGENT,"Clerk#000000865",0,ual instructions. furiously ironic accounts haggle blithely along the package
87268,1808,O,100648.90,1997-12-14,2-HIGH,"Clerk#000000775",0,ously express requests cajole quickly accordi
87269,1576,F,281233.95,1993-05-05,3-MEDIUM,"Clerk#000000153",0,slyly ironic foxes. deposits haggle across the furiously bold in
87270,1892,O,98084.56,1996-12-10,2-HIGH,"Clerk#000000631",0,the fluffily regular attainments. silentl
87271,1439,F,230449.65,1993-10-16,5-LOW,"Clerk#000000226",0,requests thrash above 
87296,2807,O,149669.69,1997-06-11,3-MEDIUM,"Clerk#000000921",0,"ic, regular hockey players. warhors"
87297,334,F,6751.94,1993-06-21,4-NOT SPECIFIED,"Clerk#000000819",0,uests above the furiously reg
87298,124,F,69436.94,1993-03-27,5-LOW,"Clerk#000000994",0, slyly careful deposits. foxes sleep furiously
87299,109,F,140741.21,1992-05-02,4-NOT SPECIFIED,"Clerk#000000436",0,ar courts wake unusual packages. final ideas
87300,1160,O,31738.79,1997-03-11,3-MEDIUM,"Clerk#000000254",0,dogged ideas detect a
87301,365,F,134353.93,1992-09-28,2-HIGH,"Clerk#000000675",0,rate furiously. blithely final pinto beans 
87302,1358,O,6530.55,1995-10-27,2-HIGH,"Clerk#000000107",0,s. quickly regular foxes use quickly. furiousl
87303,163,F,117232.45,1992-11-10,5-LOW,"Clerk#000000314",0,posits. requests above the ruthl
87328,1981,F,115985.40,1994-01-11,2-HIGH,"Clerk#000000681",0,inst the quickly regular co
87329,1133,O,62858.54,1996-03-19,1-URGENT,"Clerk#000000472",0, accounts. carefully bold dugouts need to nag carefully according to t
87330,2374,O,153543.30,1997-05-11,5-LOW,"Clerk#000000467",0, deposits among the bold 
87331,119,O,246214.88,1998-04-26,5-LOW,"Clerk#000000055",0,its nag. furiously final packages haggle carefully special
87332,1291,O,74742.65,1998-01-01,3-MEDIUM,"Clerk#000000643",0,ter the unusual asympto
87333,1210,O,354671.48,1996-07-27,5-LOW,"Clerk#000000142",0,the furiously even foxes. slyly final instructions use fluffily carefully fina
87334,2593,F,238661.00,1993-11-26,3-MEDIUM,"Clerk#000000377",0,old courts. slyly bold theodo
87335,1844,F,234039.55,1994-11-23,2-HIGH,"Clerk#000000710",0,quests along the theodolit
87360,325,O,25128.39,1996-07-02,5-LOW,"Clerk#000000461",0,the slyly special or
87361,673,O,160196.91,1998-05-13,1-URGENT,"Clerk#000000955",0,ss the even instructions. slyly even packa
87362,2725,F,163158.69,1992-01-27,4-NOT SPECIFIED,"Clerk#000000604",0,oubt slyly pending somas; carefully pending packages boost regul
87363,1207,F,23591.30,1992-05-30,5-LOW,"Clerk#000000190",0, deposits are silently alongside of the blithely final
87364,2260,F,185341.66,1994-11-13,1-URGENT,"Clerk#000000173",0,l requests integrate carefully. ironic dependencies ca
87365,1741,F,5865.37,1994-09-12,1-URGENT,"Clerk#000000802",0,"t pinto beans. ironic, f"
87366,1450,O,211465.64,1997-01-07,4-NOT SPECIFIED,"Clerk#000000390",0," final, final ideas: furiously unusual deposits detec"
87367,2354,F,56448.07,1994-03-25,5-LOW,"Clerk#000000259",0,ounts sleep bold ideas. slyly even requests
87392,547,O,90187.88,1997-07-26,4-NOT SPECIFIED,"Clerk#000000296",0,"fily ironic, regular accoun"
87393,1310,F,181198.64,1992-12-11,1-URGENT,"Clerk#000000834",0,oost around the quickly regular req
87394,2188,F,126301.56,1993-06-26,1-URGENT,"Clerk#000000345",0,ges. final instructions sleep. carefully 
87395,2596,F,208792.52,1992-10-16,1-URGENT,"Clerk#000000158",0,uickly even ideas integrate closely. furiously p
87396,337,O,288289.03,1997-03-25,5-LOW,"Clerk#000000931",0,"ourts wake fluffily bold ideas. busy, pending instructions will have to hag"
87397,544,O,89994.99,1995-11-27,4-NOT SPECIFIED,"Clerk#000000731",0,ans. furiously fina
87398,889,F,132428.50,1993-12-12,4-NOT SPECIFIED,"Clerk#000000278",0,t the stealthy requests. careful
87399,685,O,3440.04,1997-12-12,3-MEDIUM,"Clerk#000000231",0,onic packages? carefully silent foxes na
87424,598,F,49757.26,1992-06-01,2-HIGH,"Clerk#000000715",0,structions. regular requests unwind. i
87425,616,F,170521.30,1993-03-12,5-LOW,"Clerk#000000995",0,wake blithely even requests. furiously regular sauter
87426,866,O,184489.50,1998-07-12,3-MEDIUM,"Clerk#000000190",0,ts. theodolites dazzle slyly carefully pending di
87427,421,F,145009.02,1994-01-10,4-NOT SPECIFIED,"Clerk#000000959",0,"cajole blithely after the unusual requests. pending, regular deposits boost fu"
87428,101,F,7490.89,1993-10-30,1-URGENT,"Clerk#000000093",0,fter the express ideas. quickly regular dependencies 
87429,220,O,143718.97,1997-12-03,4-NOT SPECIFIED,"Clerk#000000566",0,"y express deposits serve daringly bold, bold packages. excuses boost car"
87430,682,F,228797.66,1993-03-31,1-URGENT,"Clerk#000000315",0,ick ideas sleep carefully carefully regular dolphins. carefu
87431,1948,O,335303.65,1995-10-13,3-MEDIUM,"Clerk#000000460",0,"uick, regular requests haggle slyly regular packages. carefully regular reque"
87456,1841,F,24244.46,1995-02-07,5-LOW,"Clerk#000000181",0,"efully bold deposits alongside of the pending, pending asym"
87457,1097,O,55420.44,1995-05-20,2-HIGH,"Clerk#000000634",0,"ic requests haggle slyly even pinto beans. express, even requ"
87458,128,O,63762.48,1997-11-02,3-MEDIUM,"Clerk#000000146",0,ests boost carefully regular accounts. even packages boost
87459,1541,O,315037.39,1996-04-19,4-NOT SPECIFIED,"Clerk#000000304",0,ckly final theodolites. special multipliers nag
87460,1354,O,79716.12,1997-08-24,5-LOW,"Clerk#000000915",0,"cial pinto beans. final, unusual foxes must have to "
87461,2176,O,235352.95,1995-10-16,2-HIGH,"Clerk#000000102",0,ar foxes. blithely even packages sleep around the slyly even deposi
87462,1933,F,136346.31,1994-08-11,3-MEDIUM,"Clerk#000000476",0,"ring, regular theodo"
87463,2725,O,27428.56,1998-07-28,5-LOW,"Clerk#000000899",0,against the quickly unusual requests detect across the fluffil
87488,1964,O,148164.12,1995-10-16,5-LOW,"Clerk#000000154",0,final requests should are slyly above the blithely final 
87489,2122,O,158276.21,1996-11-29,1-URGENT,"Clerk#000000108",0,boost. packages cajole furiously silent packages. carefully unusual ideas 
87490,401,F,63613.76,1995-02-17,5-LOW,"Clerk#000000557",0,"aggle blithely quickly regular requests. special, special id"
87491,1846,O,190368.46,1996-08-23,4-NOT SPECIFIED,"Clerk#000000460",0,y final dolphins sublate sl
87492,590,O,268613.64,1996-09-05,1-URGENT,"Clerk#000000611",0,arefully. bold idea
87493,1504,O,213945.94,1996-12-26,5-LOW,"Clerk#000000721",0,nic forges. carefully even pinto beans are blithely furiously special 
87494,416,O,160095.51,1996-12-17,2-HIGH,"Clerk#000000485",0,foxes about the fluffily regular deposits sleep furiously until
87495,2530,F,99402.49,1993-02-19,3-MEDIUM,"Clerk#000000063",0,y around the carefully
87520,1744,F,87488.00,1993-06-28,1-URGENT,"Clerk#000000880",0," blithely. furiously regular ideas eat blithely regular, f"
87521,1544,F,319236.59,1994-11-12,3-MEDIUM,"Clerk#000000513",0,sual depths sleep carefully about the fluffily speci
87522,749,F,1617.42,1992-06-08,4-NOT SPECIFIED,"Clerk#000000337",0,lithely alongside of the furiously bold 
87523,70,P,243635.90,1995-04-30,5-LOW,"Clerk#000000994",0,"inal requests. even, pending accounts haggle against the express "
87524,1534,O,162365.45,1996-06-24,2-HIGH,"Clerk#000000169",0, special ideas nag slyly carefully ironic de
87525,221,O,68478.98,1997-07-23,2-HIGH,"Clerk#000000408",0,e bold pinto beans. carefully regular
87526,2864,P,243802.12,1995-05-12,5-LOW,"Clerk#000000121",0,ously ironic pinto beans. blithe
87527,1762,F,149593.86,1992-02-17,2-HIGH,"Clerk#000000502",0,ully unusual packages. even courts are
87552,382,O,46694.59,1998-04-10,5-LOW,"Clerk#000000369",0," blithely bold theodolites sleep. regular, da"
87553,2971,O,179239.61,1997-06-21,4-NOT SPECIFIED,"Clerk#000000752",0,y. express deposits nag fluffily carefully regular warhorses. quickly iron
87554,1324,F,148113.34,1993-09-12,5-LOW,"Clerk#000000205",0, carefully silent deposits after the fluffily ironic theodolites cajole 
87555,64,F,221921.95,1992-10-07,4-NOT SPECIFIED,"Clerk#000000992",0, players integrate carefully final inst
87556,2831,F,160716.24,1994-03-07,4-NOT SPECIFIED,"Clerk#000000251",0,ick theodolites use carefully behind the blithely even 
87557,2500,F,169134.19,1994-04-15,5-LOW,"Clerk#000000249",0,xcuses haggle slyly furiously regular deposits. fu
87558,2809,F,43825.73,1992-03-22,5-LOW,"Clerk#000000369",0,riously slow theodolites boost pending asymptotes. ir
87559,2764,F,25626.93,1992-09-24,5-LOW,"Clerk#000000271",0, regular epitaphs are carefully along the carefu
87584,649,F,89886.41,1993-03-29,1-URGENT,"Clerk#000000244",0,"idle theodolites. final, final dolphins wake fluffily after the "
87585,1862,F,219012.38,1993-07-11,3-MEDIUM,"Clerk#000000724",0," quickly regular excuses after the silent, bold deposits cajole fi"
87586,1517,O,200835.83,1997-10-14,1-URGENT,"Clerk#000000278",0,d accounts sleep. regular dependencies about the instructions wake blithel
87587,811,O,130996.00,1996-09-22,4-NOT SPECIFIED,"Clerk#000000276",0,nts cajole furiously against the blithely regular realms
87588,517,F,156550.39,1993-03-16,5-LOW,"Clerk#000000367",0,ely bold pinto beans according to the blithely final ideas inte
87589,868,O,165559.32,1998-02-21,3-MEDIUM,"Clerk#000000015",0,kages cajole quickly slyly even accounts. carefully final ideas about th
87590,1543,F,177766.40,1993-12-23,2-HIGH,"Clerk#000000410",0,pendencies. pinto beans at the express deposits haggle unusu
87591,1501,O,50144.64,1998-05-23,3-MEDIUM,"Clerk#000000861",0,ents. furiously final pinto beans a
87616,1649,F,231165.83,1995-02-20,5-LOW,"Clerk#000000419",0,ffily regular package
87617,401,F,181452.94,1993-03-05,5-LOW,"Clerk#000000416",0,rges. finally unusual 
87618,2209,F,265841.74,1992-07-09,1-URGENT,"Clerk#000000444",0,equests. even packages sleep idly blithely express 
87619,2384,F,37092.51,1992-01-06,4-NOT SPECIFIED,"Clerk#000000872",0,ven instructions; busily regular deposits above the unusu
87620,1465,O,39104.14,1997-04-20,1-URGENT,"Clerk#000000968",0,"special deposits. bold, special ideas hang fluffily a"
87621,1013,F,52905.43,1992-07-02,3-MEDIUM,"Clerk#000000391",0,onic foxes integrate above the special 
87622,2734,F,205524.28,1994-03-03,5-LOW,"Clerk#000000094",0," accounts. ironic, regular pinto beans sleep quickly. final theodolites wa"
